date,ch.kof.jobtracker.canton.ag.clean.idx,ch.kof.jobtracker.canton.ag.sum_clean.idx,ch.kof.jobtracker.canton.ai.clean.idx,ch.kof.jobtracker.canton.ai.sum_clean.idx,ch.kof.jobtracker.canton.ar.clean.idx,ch.kof.jobtracker.canton.ar.sum_clean.idx,ch.kof.jobtracker.canton.be.clean.idx,ch.kof.jobtracker.canton.be.sum_clean.idx,ch.kof.jobtracker.canton.bl.clean.idx,ch.kof.jobtracker.canton.bl.sum_clean.idx,ch.kof.jobtracker.canton.bs.clean.idx,ch.kof.jobtracker.canton.bs.sum_clean.idx,ch.kof.jobtracker.canton.fr.clean.idx,ch.kof.jobtracker.canton.fr.sum_clean.idx,ch.kof.jobtracker.canton.ge.clean.idx,ch.kof.jobtracker.canton.ge.sum_clean.idx,ch.kof.jobtracker.canton.gl.clean.idx,ch.kof.jobtracker.canton.gl.sum_clean.idx,ch.kof.jobtracker.canton.gr.clean.idx,ch.kof.jobtracker.canton.gr.sum_clean.idx,ch.kof.jobtracker.canton.ju.clean.idx,ch.kof.jobtracker.canton.ju.sum_clean.idx,ch.kof.jobtracker.canton.li.clean.idx,ch.kof.jobtracker.canton.li.sum_clean.idx,ch.kof.jobtracker.canton.lu.clean.idx,ch.kof.jobtracker.canton.lu.sum_clean.idx,ch.kof.jobtracker.canton.ne.clean.idx,ch.kof.jobtracker.canton.ne.sum_clean.idx,ch.kof.jobtracker.canton.nw.clean.idx,ch.kof.jobtracker.canton.nw.sum_clean.idx,ch.kof.jobtracker.canton.ow.clean.idx,ch.kof.jobtracker.canton.ow.sum_clean.idx,ch.kof.jobtracker.canton.sg.clean.idx,ch.kof.jobtracker.canton.sg.sum_clean.idx,ch.kof.jobtracker.canton.sh.clean.idx,ch.kof.jobtracker.canton.sh.sum_clean.idx,ch.kof.jobtracker.canton.so.clean.idx,ch.kof.jobtracker.canton.so.sum_clean.idx,ch.kof.jobtracker.canton.sz.clean.idx,ch.kof.jobtracker.canton.sz.sum_clean.idx,ch.kof.jobtracker.canton.tg.clean.idx,ch.kof.jobtracker.canton.tg.sum_clean.idx,ch.kof.jobtracker.canton.ti.clean.idx,ch.kof.jobtracker.canton.ti.sum_clean.idx,ch.kof.jobtracker.canton.ur.clean.idx,ch.kof.jobtracker.canton.ur.sum_clean.idx,ch.kof.jobtracker.canton.vd.clean.idx,ch.kof.jobtracker.canton.vd.sum_clean.idx,ch.kof.jobtracker.canton.vs.clean.idx,ch.kof.jobtracker.canton.vs.sum_clean.idx,ch.kof.jobtracker.canton.zg.clean.idx,ch.kof.jobtracker.canton.zg.sum_clean.idx,ch.kof.jobtracker.canton.zh.clean.idx,ch.kof.jobtracker.canton.zh.sum_clean.idx,ch.kof.jobtracker.isco.0.clean.idx,ch.kof.jobtracker.isco.0.sum_clean.idx,ch.kof.jobtracker.isco.1.clean.idx,ch.kof.jobtracker.isco.1.sum_clean.idx,ch.kof.jobtracker.isco.2.clean.idx,ch.kof.jobtracker.isco.2.sum_clean.idx,ch.kof.jobtracker.isco.3.clean.idx,ch.kof.jobtracker.isco.3.sum_clean.idx,ch.kof.jobtracker.isco.4.clean.idx,ch.kof.jobtracker.isco.4.sum_clean.idx,ch.kof.jobtracker.isco.5.clean.idx,ch.kof.jobtracker.isco.5.sum_clean.idx,ch.kof.jobtracker.isco.6.clean.idx,ch.kof.jobtracker.isco.6.sum_clean.idx,ch.kof.jobtracker.isco.7.clean.idx,ch.kof.jobtracker.isco.7.sum_clean.idx,ch.kof.jobtracker.isco.8.clean.idx,ch.kof.jobtracker.isco.8.sum_clean.idx,ch.kof.jobtracker.isco.9.clean.idx,ch.kof.jobtracker.isco.9.sum_clean.idx,ch.kof.jobtracker.noga.0.clean.idx,ch.kof.jobtracker.noga.0.sum_clean.idx,ch.kof.jobtracker.noga.ab.clean.idx,ch.kof.jobtracker.noga.ab.sum_clean.idx,ch.kof.jobtracker.noga.c.clean.idx,ch.kof.jobtracker.noga.c.sum_clean.idx,ch.kof.jobtracker.noga.d.clean.idx,ch.kof.jobtracker.noga.d.sum_clean.idx,ch.kof.jobtracker.noga.e.clean.idx,ch.kof.jobtracker.noga.e.sum_clean.idx,ch.kof.jobtracker.noga.f.clean.idx,ch.kof.jobtracker.noga.f.sum_clean.idx,ch.kof.jobtracker.noga.g.clean.idx,ch.kof.jobtracker.noga.g.sum_clean.idx,ch.kof.jobtracker.noga.h.clean.idx,ch.kof.jobtracker.noga.h.sum_clean.idx,ch.kof.jobtracker.noga.i.clean.idx,ch.kof.jobtracker.noga.i.sum_clean.idx,ch.kof.jobtracker.noga.j.clean.idx,ch.kof.jobtracker.noga.j.sum_clean.idx,ch.kof.jobtracker.noga.k.clean.idx,ch.kof.jobtracker.noga.k.sum_clean.idx,ch.kof.jobtracker.noga.l.clean.idx,ch.kof.jobtracker.noga.l.sum_clean.idx,ch.kof.jobtracker.noga.m.clean.idx,ch.kof.jobtracker.noga.m.sum_clean.idx,ch.kof.jobtracker.noga.n.clean.idx,ch.kof.jobtracker.noga.n.sum_clean.idx,ch.kof.jobtracker.noga.o.clean.idx,ch.kof.jobtracker.noga.o.sum_clean.idx,ch.kof.jobtracker.noga.p.clean.idx,ch.kof.jobtracker.noga.p.sum_clean.idx,ch.kof.jobtracker.noga.q.clean.idx,ch.kof.jobtracker.noga.q.sum_clean.idx,ch.kof.jobtracker.noga.r.clean.idx,ch.kof.jobtracker.noga.r.sum_clean.idx,ch.kof.jobtracker.noga.st.clean.idx,ch.kof.jobtracker.noga.st.sum_clean.idx,ch.kof.jobtracker.noga.u.clean.idx,ch.kof.jobtracker.noga.u.sum_clean.idx,ch.kof.jobtracker.total.total.clean.idx,ch.kof.jobtracker.total.total.sum_clean.idx
2018-01-05,89.3019360424261,5569,122.834808940404,513,104.761950464515,869,83.195135814534,9059,,,83.4710470620123,3117,92.4360499277024,2135,82.0951497168372,2441,90.6365520449222,750,74.6844672358008,2667,86.882464532153,488,198.998989764561,21,79.5243473707449,4478,95.0603659108411,1274,82.6091597336603,856,80.7469161662167,969,91.4240098527558,5789,95.5304790187965,1178,95.0003907802097,2866,82.9878014469688,1812,98.3206470280698,2662,75.7596412836948,1050,98.5780845582843,637,82.3578278925974,4119,64.4438579475761,2041,82.3560084837561,2218,81.1539703300865,15649,86.4749560910672,2055,84.7266338277019,5724,77.4944916951662,15817,81.1855226366369,11022,82.4997422345139,5299,80.5837346463659,12213,72.6764548867702,389,81.3730542778239,11931,74.889198262408,2386,56.7013887341748,1790,86.2549061016171,2176,70.704451232153,690,88.5555714662651,25407,90.5849877482305,1058,92.7695526383385,574,78.2183381905087,11118,97.6268378320412,12461,78.6328007042395,2074,66.2234096997881,5046,78.9642992406075,6826,91.9686969962605,3320,84.4443923263774,692,79.6242014702787,15749,83.1301645341651,9790,72.2442683131733,3198,60.8321886215769,2440,82.546221680011,8505,75.6585302211694,960,78.9731781569715,920,70.5701376220845,2863,81.2332370109977,66188
2018-01-12,90.3101211649198,4606,122.834808940404,421,103.987083966997,676,83.8716077385341,7625,,,83.3183374991473,2733,94.3119389745207,1429,85.3525859833532,2117,89.1208906394887,598,76.0197628892152,1622,83.8705390950384,375,190.707365191037,24,80.5645288063013,3211,94.6302285085296,884,83.7781572770612,636,82.1471517066714,692,91.273002757671,4238,93.0505681639067,886,96.6589815018817,2062,82.3121884094087,1474,98.8727282518109,1959,77.0972914508226,623,98.2060917863662,530,84.0771391525045,2922,65.8080378363902,1181,82.5367128358872,1823,82.3955976095601,13399,87.8942402473098,1706,85.1274512366394,5496,79.0940075332776,15116,82.0793082069485,9265,84.169510652576,3755,81.2715800504387,7615,73.5166451166751,173,82.1460536973429,5474,77.3135101543635,1699,57.9452948855644,1094,86.5476263711927,1768,69.1561785774343,274,89.9245064040268,17078,94.5437147192329,778,97.6859114187112,434,78.6086263470214,6814,100.348541873745,8537,77.4542515330129,1668,67.050262715336,2643,79.4835450025053,6083,95.3587093418488,3147,84.9058370931882,549,79.9573829409796,12905,84.7646396484628,6561,73.3026816203985,2389,61.7733777183522,1939,83.5160859034053,6894,76.6319148205061,855,79.3049982332613,476,71.526094977391,2067,82.3362784117794,49342
2018-01-19,91.4114641059555,4674,136.388994754518,435,109.898886116724,686,84.0800525452093,7645,,,78.944430648054,2724,98.4624305339952,1477,89.0802765913609,2221,98.1514127806994,602,77.2301204122523,1633,85.4195991838649,379,215.582238911607,23,81.4050301807763,3259,98.9895985858889,890,88.8556213544588,660,87.8997533668024,714,91.8095240529783,4253,101.326445378028,877,98.3042407614882,2115,85.0410769290711,1478,101.52199751235,1978,82.3048514993955,607,105.272581785754,542,86.9007274579195,3067,68.009164316338,1166,83.8128188322455,1811,83.8528214177131,13853,89.8722410376417,1733,85.1583448861537,5511,80.8243633791009,15587,82.5004977294986,9354,85.980557588685,3811,82.0368892007959,7646,77.7175962661994,175,82.4292131712633,5512,78.8121756875724,1754,59.6068087174086,1116,88.155774834171,1776,70.6873116824698,271,90.4384206580269,17148,92.4504959431613,813,93.6772023108159,463,78.7103924052957,6952,101.39097535668,8760,76.8895789823469,1646,67.3885061826621,2577,80.7926857437231,6375,97.2670578970274,3248,84.9058370931882,556,80.9514378124142,13111,84.7518758117442,6641,76.660749164709,2423,63.5856467662351,1977,85.0620143122932,6969,76.8084860528113,868,75.380627186667,485,75.1809622947648,2094,83.3131829614877,50064
2018-01-26,91.4114641059555,4851,141.179517297549,484,112.444228165749,734,84.420959503557,8139,,,81.1001088281116,2710,101.750835407321,1557,87.2787391559935,2324,100.792257967624,669,79.0134091606702,1689,87.3958881109981,389,198.998989764561,26,82.2609241896863,3424,102.570073428357,940,89.231067641872,710,88.2435594425527,767,92.3209407422217,4488,105.235807712739,959,98.2595163571381,2198,85.0964782821194,1535,101.039019408105,2102,83.6977028324622,650,104.55153670503,584,87.6919742699383,3185,70.4380630419216,1232,86.424932476668,1861,84.0942402893571,14588,89.3723954256414,1798,85.9964586495323,5690,82.1319020938578,16628,83.1497716062141,9657,86.385121876497,4038,82.7288401392298,8062,80.4241792207436,201,82.9020102355187,5579,79.5886503248884,1827,60.7637341186747,1185,86.4553081114814,1970,68.3988735344762,278,91.4144687138387,17327,95.8123321592762,825,95.3650798299297,444,79.2531447160922,6961,100.72713221816,9164,79.296718119663,1661,69.5740793561538,2590,81.1410909802585,6493,97.6459826056463,3337,86.0571026808925,590,81.6525966376327,13739,85.184283341396,6664,78.8429239552886,3232,68.034619779411,2201,85.2855675693557,7610,76.9844505111225,873,75.057105181574,466,78.0293199208091,2877,84.0920035546278,52524
2018-02-02,92.9537112612528,4801,137.347922882375,479,113.686705825039,724,86.0877322937554,7800,,,81.8093493235665,2630,99.1617556259639,1572,85.9854304931521,2227,98.211733290742,664,78.8723977225489,1681,86.6948515753484,374,190.707365191037,24,82.8781280026341,3332,100.936792004339,942,88.0500682172002,680,85.3021074611342,750,92.2355572132116,4325,101.796026459615,979,100.398560946664,2159,86.6630143714681,1521,102.582740256627,2029,82.3837671522037,637,102.674489367417,557,86.7620786558933,3112,69.4549373672806,1218,86.470756937154,1886,84.4231305130587,14063,89.016937034744,1760,87.4842330287638,5549,83.2755618764186,16302,84.263345474609,9483,87.2935060767884,3899,83.5245110896957,7902,77.8710306740533,189,83.676656153263,5565,79.9852715059094,1806,61.9996066770207,1180,85.0457106966203,2024,68.1436538571087,268,92.089153139565,17343,99.5286892854542,825,96.4341950746599,446,79.9997487057099,7006,101.003950169979,8733,79.9587062256113,1677,72.9254819838401,2678,81.518309902738,6238,98.2093818372003,3293,84.5258375086346,562,82.1752020895178,13593,85.4658419702287,6656,79.9387656196269,2734,71.2323078173869,2234,86.9165001090585,7687,78.1295281503039,874,74.0759665517495,459,79.2555871486795,2418,84.9166114070615,51397
2018-02-09,95.4079984400842,4810,135.289174573646,467,118.07131706898,726,87.2141342787982,7872,,,87.5372489717919,2628,98.7718666785486,1526,87.0440746442305,2193,101.877490054316,643,79.1561113834213,1668,87.8695785614642,369,165.832491470467,23,84.8549915630835,3312,103.116852306808,926,87.5220318260925,667,87.797015896627,718,93.2451219987311,4294,100.055923443212,936,99.8924270463825,2182,88.2428089042813,1536,105.644162544129,2044,84.4894225426754,626,104.007924294267,539,88.0869057178904,3078,70.6366919087193,1293,88.5650433000022,1858,85.8372634684535,13910,90.2539992749489,1727,91.8428224957325,5600,85.193006938401,16243,86.137819896133,9575,89.2387652651291,3949,83.8599508932688,7968,80.8497039785253,183,84.4430910425978,5568,80.2940949480172,1813,63.1703710067181,1218,86.8795804690541,1855,71.4615096628855,267,94.5525631499141,17383,103.477318732018,857,97.075664221498,451,80.5993791231053,7071,101.407550838542,8759,84.3561986436963,1691,74.2787383505505,2910,82.3766753885112,6173,99.9885373052655,3312,88.1942282865862,553,82.8892914124882,13464,87.3179234215023,6645,81.7045414232802,2671,72.2619469579799,2283,88.166354794004,7580,78.667116646751,872,75.0907058195817,438,80.6690625882738,2355,86.6475810008256,51412
2018-02-16,95.4742195044188,5763,132.765122809212,536,118.589173722791,912,87.0613782691145,9135,,,87.9275424385451,3140,99.0944999341481,2143,88.8225783304781,2545,101.49829344121,806,79.7326554680478,2334,88.2334277480541,483,149.249242323421,20,85.4807378695822,4475,104.293985324009,1314,89.3233327232397,826,87.8869718555375,976,91.7846171292765,5746,98.0805704481955,1165,99.5440056056905,2867,90.2906378029038,1896,106.538463515242,2717,83.8821310958278,1113,104.340217982108,626,88.579849472516,4110,70.6721699056599,1991,89.8047989367476,2286,85.755710456544,15788,92.1902137888922,2051,92.2501772185044,5862,86.4100498946639,17220,85.8871003912506,10994,87.8337002206321,5208,83.5052433774357,11821,79.320114984337,370,83.8108276194932,11753,81.4374201405235,2458,62.9629149442986,1827,87.5758549340777,2246,71.1321939501533,651,94.622189485076,25802,103.202600186712,1130,93.7511551728166,584,80.0324944006885,11090,100.432633179917,12586,82.9791151770315,2144,75.2965088062756,4014,82.6857811122955,6929,103.176330125701,3513,87.9393316730411,692,82.6866281083012,15951,86.2233090917218,9732,81.5815664963939,3322,74.0625377946023,2729,88.0384776755925,8963,78.9976507503088,952,73.9725166149373,873,80.0468665991624,2982,86.7046901647316,66758
2018-02-23,94.5905546961284,4970,134.50061461064,459,120.151613429284,759,86.0699850795678,8167,,,86.4168658678969,2852,100.269533530205,1771,89.0129804276495,2799,103.162199891066,671,82.9417097128918,1938,89.4879314601117,422,157.540866896944,18,84.0302450498222,3477,104.820342856286,1387,91.1462578808568,686,88.5682662110068,774,92.4941844285934,4398,100.873664458768,913,98.2395428119422,2213,90.6260828969084,1615,105.59783581692,2152,87.5925571158644,633,107.905800970705,556,88.2001311370778,4199,71.2527478511134,1339,89.1623527512011,1957,85.725531785916,14208,92.6850619573779,1863,90.7547039069521,6292,86.6756847969929,17566,86.4742353929625,10386,87.2911447628519,4371,82.2459288584166,8554,71.8593120897707,202,83.5354201956312,5782,80.758067313491,1918,62.674094233545,1308,85.6515807778114,2048,69.88862412585,286,94.3859607107321,18826,99.6400508814534,927,92.7140848722323,452,80.6914692413693,7287,99.5428885903798,9256,81.1470507062408,1857,75.3797553610641,3618,82.8627302005823,6542,103.232587666664,3668,87.0978069680359,627,82.7277628106506,14071,86.3081506947078,7114,81.2162339561069,2903,74.7589557705941,2446,86.8979968303421,7951,79.3464262503101,906,71.9264682830347,470,80.2670347980599,2545,86.4126447549401,55518
2018-03-02,94.2512342846842,4739,125.747863117539,461,117.949882293145,764,86.1788104495003,7909,,,83.891591229632,2635,99.2504191295594,1771,86.253385504514,2774,99.8098093480773,677,83.9360159232362,2002,85.6618441292756,421,107.791119455804,19,82.0842814802474,3325,101.860173869034,1381,87.8342572311164,688,86.6103201439234,769,91.7122287631342,4140,93.9243485003603,929,98.9699483347076,2152,88.389109964643,1580,104.138885250607,2099,84.0834562144584,649,102.749240570335,565,85.9908379690041,4112,71.1447072933406,1319,85.9647423874626,1924,85.3094788609137,13805,90.8018399406712,1821,89.987762747175,6035,85.8321010917689,17056,85.6363231580693,10217,85.6670278442779,4246,82.4079698461933,8121,72.6667200907793,178,83.829352004905,5684,80.4568917827534,1877,62.1375844774602,1285,87.1069299764349,2001,67.4014844772432,281,94.0636147723803,18447,102.560728810335,887,91.0245343506426,439,80.7574925354439,7333,98.7605148219852,8779,80.9556661526884,1696,75.1093533688749,3624,82.8880124981263,6555,98.695832155608,3618,88.5003481430446,621,82.2547519146515,13467,85.5431606528104,6995,78.5261966087235,2838,73.2728751082171,2465,87.4983698912122,7237,78.4744875003067,910,70.352584950802,457,77.3104904128649,2552,85.7548311239865,53859
2018-03-09,94.6295134252437,4734,120.532513955982,434,115.276351627834,750,86.5050061911284,8190,,,84.0816061588044,2649,98.4153023342945,1545,88.2499916504518,2160,96.321016620105,658,85.4064278810155,2055,87.7511574007214,369,116.082744029327,13,81.1545638360598,3355,101.313126748363,931,84.6973194728622,672,84.9957469321858,751,92.8099343878514,4261,92.1769187608187,860,99.2941362796505,2137,86.2529916963923,1531,105.068696726059,2128,85.0312568481158,621,99.5145422560837,540,89.1599639487765,3039,71.5971378643635,1258,85.9178695726385,1834,86.3605071932694,14042,93.2489078748521,1744,90.5970548907757,5760,87.5900020839501,16601,86.3244099694492,9832,87.0948116416826,3960,82.9938815689366,8017,75.386864693108,187,83.5453367252878,5608,80.7579063431378,1871,61.9921767134724,1282,87.6348507641708,1815,65.886844376631,267,94.6122925570419,17658,103.468345879453,904,89.9331130754551,417,81.0393489243013,7163,98.0814715432884,8581,82.6706148437734,1605,76.6937582004875,3508,84.5323549139755,6301,100.020806035979,3352,86.893906180052,606,82.956605656419,13126,86.4893198539703,6600,83.2572780193112,3220,76.3408044318539,2460,88.250289426227,6982,80.0026275776323,873,71.5223428953522,421,83.0907139951352,2889,86.757457701881,52430
2018-03-16,95.6111473819372,4820,126.397843102259,411,119.534164889053,731,86.8477999219557,8580,,,85.3270230369637,2633,98.1585109387712,1533,92.7820882259387,2103,98.0081681851068,628,86.2502954269786,2429,94.866116108888,370,107.791119455804,14,83.5079035606555,3414,104.818013295333,925,87.214327480971,673,87.0088040963692,760,93.5368493312255,4341,94.3637970232343,843,101.153916812983,2189,86.993605231434,1514,104.82615587489,2166,84.3679865138871,641,101.717816254373,542,92.3843475336209,3097,72.6484908432822,1362,87.6990365359556,1833,87.5209467538184,14512,97.1882725210382,1799,92.5157218375029,6044,89.7420779070121,16972,87.2300302640615,10104,88.8301747428412,4266,83.2592800024599,8756,71.1559692256376,196,83.5747903959119,5673,80.1979848591588,1875,63.3160155387232,1358,88.8414499332848,1961,63.3720793240878,262,95.953390439652,17496,99.9551818901176,913,93.0266353925469,407,82.2246298320951,7179,98.1161579059703,8483,84.3310715022302,1643,77.6283243062187,5170,85.7353402249165,6535,102.608911461965,3169,89.930132519122,601,83.9057091235119,13373,86.5402333608748,6795,85.7708842483192,3511,79.2936910651679,2637,89.6137407121394,7314,81.8830312172775,936,70.5536429915777,443,85.1926339931383,3202,88.0080414191435,54597
2018-03-23,96.6869683938043,4888,125.51187691229,428,118.900871300237,755,87.8247495441788,8623,,,86.2871920883924,2666,96.7443084236088,1527,89.7159531238592,2209,98.3163699718525,636,87.3429636567441,2447,92.4765413958177,397,140.957617749897,13,84.2471225813238,3502,105.804793755226,956,86.200207393983,688,84.8729290604118,774,93.7726745300895,4363,96.4413313725291,863,101.923320207087,2235,85.9090392869476,1524,104.048225219047,2156,82.504971038817,634,100.24364500431,552,92.0964561421169,3209,71.0153485545644,1379,87.9810270071323,1866,88.8926007925377,14867,98.3286149186184,1875,93.3613594489105,6236,90.8409181817196,17314,87.6131034915312,10247,89.9164689886582,4334,83.7647326297936,8895,73.4637303897123,185,84.1688887815235,5627,80.9740943900538,1860,63.4979581121104,1392,88.2269339752483,2024,62.3621657093613,251,97.1177148643563,17636,96.3204480032042,880,95.4688620973632,419,82.3036702617607,7282,99.0309668844397,8473,86.0921618975631,1676,77.1386025126601,5231,86.2753846171767,6509,102.735277116475,3248,86.4601595601848,622,84.4021554252462,13352,88.2152881141659,6768,87.9216559393076,3629,81.4137049769201,3067,89.1075783769232,7790,84.3195082354324,941,71.5245646841223,436,87.5713054126736,3295,88.7303796402301,55558
2018-03-30,96.7672398495069,4818,120.455711254686,422,117.776133328478,740,88.9024206156803,8068,,,87.1054033132527,2531,96.8746037884891,1485,90.0946790047761,2132,94.6004756737037,635,84.8086970365444,2447,91.7559449693568,385,140.957617749897,17,82.8438391593862,3362,108.991023266027,963,86.5861784718665,670,82.9542591215461,752,93.1389224454063,4143,93.5821812976309,877,100.953061945822,2206,86.7727360626206,1492,103.436776295135,2042,80.1096654280127,620,97.4590993097459,540,91.8642558114718,3173,70.6398897631128,1324,87.5557696263245,1862,89.7919890722888,14529,98.5428384805326,1836,94.114893728765,6071,90.9282389802121,16645,87.9631708314235,10011,89.8949062862628,4170,83.7063192876528,8604,69.6419178260857,173,84.3636201490551,5619,81.3732000031483,1826,62.7950286865151,1355,88.8529984630639,1832,63.6245577277694,247,97.4849206711234,17720,99.0521006592754,811,98.7991712402944,430,82.4730426110441,7289,98.837428901033,8187,85.5763310893093,1669,77.1534454225144,5197,85.5625830918818,6536,103.631689631047,3209,86.4601595601848,582,85.3422784435967,12928,86.930474713144,6866,85.5065617740763,2876,82.3449535953736,2885,90.6739225280801,7168,81.7035979489143,967,72.3523952938923,432,84.6160286202365,2578,88.7832071342482,53748
2018-04-06,96.3201919656978,5195,117.792071448071,407,115.559915765846,744,89.26855925802,8984,,,88.04346150278,2600,95.9740430626997,1506,89.4376530867832,2194,94.4567059538348,658,83.061012390455,2766,92.2002836859155,413,169.149141299877,20,82.7197842939185,3339,105.773193055316,1050,87.3315401229873,697,83.0674300071144,733,92.9927402801332,4460,95.070988727366,880,102.917650502044,2261,87.7281353586469,1544,101.629605031128,2175,78.6929350104755,622,97.4590993097459,532,88.8178077743112,3317,71.1990445633485,1516,87.2395207164255,1938,90.2227451478803,15217,96.0468192687663,1974,93.5655561253632,6339,90.5149763591422,17382,88.0381465429002,10559,90.5500590926777,4528,84.3423165035582,9213,70.3635957310192,193,85.1864122831486,6152,80.4102035534069,2028,64.6594891582049,1684,88.4314502363019,1897,65.08002146664,306,97.8055097063756,18853,99.5165888218042,853,98.7991712402944,463,82.6678352585967,7621,99.8780636378135,8643,85.1167374744365,1862,77.8159437016343,5590,85.663691018726,6770,102.580532874646,3352,86.896827032711,594,85.079089098224,13619,87.5352893619376,7474,82.118473950075,3508,80.5193684635984,2977,90.8183652561216,7533,81.5349630718268,969,71.6141055459954,588,81.1277975840494,3202,88.7770095699653,57302
2018-04-13,95.5983237240881,5871,114.50602653643,466,116.347824282431,880,89.9520313732499,10057,,,88.3166056439468,2901,97.1675026655519,1930,90.3978187461641,2515,94.5789009162589,773,81.6038016467628,3306,93.8834531649687,493,176.197022187371,24,83.3937117730356,4296,105.374048930579,1325,86.108694753704,857,83.0674300071144,938,93.3552208411118,5644,94.1638228043949,1048,103.2525235514,2766,87.3522247625734,1867,101.629605031128,2572,79.7102028684133,1083,95.9389400484153,577,88.4887716872243,4049,70.717536146554,2218,87.6373297484201,2193,90.2337164794482,16447,94.7772851945665,2194,94.0490209721275,6193,90.8673137939149,17726,88.8869673089375,11409,90.7806339976063,5498,83.6900994265165,12673,73.2106776392107,346,84.6522351637977,11482,81.164343797753,2559,65.5316944975692,2224,89.303719120737,2129,64.1260797839042,614,97.8283356839802,25709,103.880519313513,1049,100.868263831714,573,82.2142292542093,11117,100.232533490605,12116,82.2914507232982,2139,77.0840230606664,6698,85.5586251671086,7338,104.045115074779,3432,87.1429936815289,706,85.3820969270398,15443,86.7630482126794,9975,83.0452703752333,3810,79.1243690099671,2886,91.1315706049542,8119,79.8068617350444,1038,71.5409552849679,979,81.8686907126708,3504,88.9362255082172,69141
2018-04-20,94.6356507253304,5859,110.820210231609,466,114.277117732354,899,89.2983487333972,10183,,,87.3875880752457,2947,97.6599887408968,1973,91.031695153422,2567,91.9383732257035,788,81.1539185136413,3265,92.0604734918625,515,155.866596550367,26,83.4892591054978,4364,104.349469546811,1337,86.6093266999464,860,83.4146292965903,957,92.045201955427,5701,93.8054447918187,1051,102.031694716861,2791,85.9314907816501,1906,102.376303598642,2586,77.4840620675837,1110,94.9566300820493,586,89.6424998297638,4065,70.717536146554,2222,86.2038278913505,2262,89.8346669952266,16733,94.1275323253167,2188,95.0166034924169,6318,90.8472757953937,18139,89.2249697773147,11571,89.4533359193019,5540,83.6038551702704,12615,73.2106776392107,360,83.732263458249,11410,80.5047264526475,2584,65.7636650975606,2260,89.6761628056705,2158,64.1260797839042,606,97.7486245502603,25773,103.880519313513,1096,98.9844762219538,589,81.8499231198762,11058,99.6015217108018,12231,81.2971122660326,2069,77.3393450280459,6642,84.9920117554059,7550,104.074539598273,3536,87.1429936815289,731,85.4368185170719,15603,86.3007538972806,9947,82.8740430136349,3880,77.1997954574808,2919,90.628636992344,8154,80.9033249973511,1019,70.0141666051057,984,82.0984653147272,3563,88.6585068185823,69812
2018-04-27,92.5170727904988,5405,111.321659146684,442,112.018151451598,860,88.4880375055155,8706,,,86.4130053086072,2690,96.9836009659199,1877,90.0680045695503,2456,92.9404263398801,734,82.2128970811331,3142,89.9595083291851,482,164.070101631965,19,82.5976262412644,4120,102.599198891473,1252,85.9817228832801,828,83.2296744644471,902,91.9573893223842,5241,95.8617228091759,958,100.221909039976,2537,84.442459918469,1789,102.079437763849,2414,76.6492680590201,1021,93.4359723049347,562,87.2642774807209,3807,69.909720407612,2101,84.7126910835057,2139,90.5906142908812,15330,94.9713050254441,2008,94.4445097160132,5813,89.8401852047373,16508,89.1829221949503,10610,89.3106955590559,5017,83.6929059657651,11266,72.7958862644843,353,83.5346382903192,11016,81.5381204568015,2415,65.5815783460214,2167,89.6761628056705,2151,62.7504378083419,606,97.0138488039409,25010,102.708533967412,975,99.1599806124183,564,81.5561492378887,10866,99.8479428321722,10509,80.6534688680677,1642,76.7789149916108,6486,84.8160448573616,7245,112.6766188916,2940,79.4820711600758,728,84.7731612868708,14161,86.0107773775737,9226,79.2197965080449,3107,74.067786211947,2736,89.6608448873253,7117,78.5186200028877,916,68.9963074851976,963,78.1552425508201,2894,88.3115635964395,64141
2018-05-04,91.7848856683581,5307,106.425567656436,432,104.122009354054,837,87.876439504095,8681,,,84.0424117770295,2661,95.4134401299903,1853,89.4318782389801,2407,87.2995334117371,692,81.663161895034,2991,86.8168180818774,458,164.070101631965,19,80.6194817222898,4092,101.670317255419,1215,84.7079195813056,810,83.0422202426803,888,90.9636390711196,5182,92.2966174154462,968,99.2980196981242,2495,84.0046821884769,1736,100.891480882142,2406,70.5757553442131,997,91.01355820814,540,86.5764101127022,3679,68.1136878426078,2063,84.2625270246078,2070,89.9754277367134,15462,95.1120032551114,2025,93.6865809918442,5732,89.1753942060965,16352,88.3802336484301,10555,86.8657972909336,4968,82.8853168412725,11296,71.5407847771656,348,82.4951368896894,10929,82.4098273366851,2432,64.2419360771148,2154,88.1782752511143,2275,62.1090363997387,587,95.7457968731567,24635,99.9034689641006,952,98.8058378245168,560,80.6292021345701,10734,98.4947830801042,10478,80.8030117646092,1618,76.4922482274853,6428,84.361459567576,7090,115.545533440081,3142,82.8352210371415,640,84.3369669316464,13993,85.484545155008,9153,75.4338422395754,3055,71.9413061454593,2682,88.587579407799,7268,78.2533543947698,888,69.3590640965814,951,73.8346886492431,2840,87.2874207181858,63810
